label, correctness, w1, w2, features
No	Correct	pager		relative chain frequency	[[[ 0.          0.          0.          0.19124279  0.13333333  1.        ]]]
No	Correct	pager		operational testing	[[[ 0.          0.          0.          0.16707433  0.15384615  1.        ]]]
Yes	Correct	uncertainty		risk	[[[  0.           1.          24.           0.25225036   0.4          2.        ]]]
No	Incorrect	run		persistence schema	[[[  0.           0.          22.           0.28544645   0.73684211   1.        ]]]
No	Correct	observation period		common-environment coupling	[[[ 0.          1.          0.          0.21397323  0.71428571  0.        ]]]
No	Correct	entry		weighted shortest job first	[[[ 0.          0.          0.          0.2221726   0.58823529  1.        ]]]
No	Correct	requested change		key-style view	[[[ 0.          1.          0.          0.18063076  0.66666667  0.        ]]]
No	Correct	version description document		mutation testing	[[[ 0.          0.          0.          0.15261218  0.33333333  0.        ]]]
Yes	Correct	delimiter		block	[[[  0.           1.          14.           0.20257317   0.           2.        ]]]
No	Correct	stand-alone		computer program abstract	[[[ 0.          0.          0.          0.30282918  0.          1.        ]]]
No	Correct	late finish date		error tolerance	[[[ 0.          0.          0.          0.14477237  0.46153846  0.        ]]]
No	Incorrect	cost-plus-incentive-fee contract		validation test	[[[ 0.          1.          0.         -1.          0.66666667  0.        ]]]
No	Correct	called diagram		base address	[[[ 0.          1.          0.          0.25169765  0.375       0.        ]]]
No	Correct	computer crime		reversible execution	[[[ 0.          1.          0.          0.42862483  0.63157895  0.        ]]]
Yes	Incorrect	specification change notice		configuration control	[[[ 0.          0.          0.          0.25556693  0.66666667  0.        ]]]
No	Correct	develop human resource plan		loop	[[[ 0.          0.          0.          0.13399876  0.82352941  1.        ]]]
No	Correct	multi-component system		epic	[[[ 0.          0.          0.          0.14208989  0.33333333  1.        ]]]
No	Correct	datum		extension	[[[ 0.          1.          0.          0.24080384  0.57142857  2.        ]]]
No	Correct	dynamic analysis		coincidental cohesion	[[[ 0.          1.          0.          0.27291144  0.33333333  0.        ]]]
No	Correct	effective instruction		cadence	[[[ 0.          0.          0.          0.21834762  0.46153846  1.        ]]]
Yes	Incorrect	immediate control		bit steering	[[[ 0.          1.          0.          0.18733446  0.93333333  0.        ]]]
No	Correct	innovation and planning		value range constraint	[[[ 0.          1.          0.          0.11670733  0.66666667  0.        ]]]
No	Correct	project phase		multiset	[[[ 0.          0.          0.          0.10410143  0.          1.        ]]]
No	Correct	naive technical debt		software test environment	[[[ 0.          1.          0.          0.26431208  0.61538462  0.        ]]]
No	Correct	complete table		direct metric value	[[[ 0.          0.          0.          0.13683033  0.4         0.        ]]]
No	Correct	nonprocedural language		ICOM code	[[[ 0.          1.          0.          0.15504632  0.66666667  0.        ]]]
Yes	Correct	acceptance criteria		requirement	[[[  0.           0.          73.           0.29330769   0.375        1.        ]]]
No	Incorrect	development team		seller	[[[ 0.          0.          1.          0.34250816  0.14285714  1.        ]]]
No	Correct	business epics		qualification testing	[[[ 0.          1.          0.          0.12974857  0.23529412  0.        ]]]
No	Correct	Open Database Connectivity		product configuration identification	[[[ 0.          1.          0.          0.24245751  0.54545455  0.        ]]]
No	Incorrect	Open Database Connectivity		request	[[[  0.           0.          45.           0.36007633   0.4          1.        ]]]
No	Correct	deliverable		synchronization	[[[ 0.          1.          0.          0.23941221  0.15384615  2.        ]]]
Yes	Correct	hard failure		crash	[[[  0.           0.          62.           0.27996596   0.83333333   1.        ]]]
No	Correct	observation		playback	[[[ 0.        1.        0.        0.171445  0.6       2.      ]]]
No	Incorrect	property		blocking factor	[[[ 0.          0.          2.          0.1397524   0.82352941  1.        ]]]
No	Correct	metadata		page turning	[[[ 0.          0.          0.          0.21764326  0.30769231  1.        ]]]
No	Correct	state name		domain analysis	[[[ 0.          1.          0.          0.18278076  0.5         0.        ]]]
No	Correct	task behavior specification		preventive maintenance	[[[ 0.          0.          0.          0.38120687  0.66666667  0.        ]]]
Yes	Incorrect	adaptation		transparency	[[[ 0.         1.         0.         0.2962492  0.5        2.       ]]]
No	Correct	data flow		entry point	[[[ 0.          1.          0.          0.22834896  0.72727273  0.        ]]]
No	Correct	declarative language		quality control	[[[ 0.          1.          0.          0.18069511  0.63157895  0.        ]]]
No	Correct	resource monitor task		u-curve optimization	[[[ 0.          0.          0.          0.25342551  0.55555556  0.        ]]]
label, correctness, w1, w2, features
Yes	Correct	etc		n -address instruction	[[[ 0  0  7 -1  0  1]]]
No	Incorrect	run		persistence schema	[[[  0.           0.          22.           0.28544645   0.73684211   1.        ]]]
No	Incorrect	organizational breakdown structure		requirements traceability	[[[ 0.          0.          0.          0.42518243  0.          0.        ]]]
No	Correct	data collection		go to	[[[ 0.          1.          0.          0.22081138  0.          0.        ]]]
No	Correct	parallel development		verb phrase	[[[ 0.          1.          0.          0.1283751   0.70588235  0.        ]]]
No	Incorrect	place/transition net		strategic filter	[[[ 0.          1.          0.         -1.          0.82352941  0.        ]]]
Yes	Correct	declaration		control statement	[[[  0.           0.          21.           0.23133887   0.90909091   1.        ]]]
No	Correct	chickens and pigs		starting address	[[[ 0.          0.          0.          0.15441052  0.4         0.        ]]]
No	Incorrect	inherited error		data exception	[[[ 0.          1.          0.          0.54053593  0.66666667  0.        ]]]
No	Correct	inverse engineering		support manual	[[[ 0.          1.          0.          0.12020691  0.66666667  0.        ]]]
No	Correct	inverse engineering		systems integration testing	[[[ 0.          0.          0.          0.24900109  0.66666667  0.        ]]]
No	Correct	threat		Nassi-Shneiderman chart	[[[ 0.          0.          0.          0.18332663  0.5         1.        ]]]
Yes	Correct	declaration		assignment statement	[[[  0.           0.          58.           0.36491819   0.90909091   1.        ]]]
No	Incorrect	logical cohesion		virtual	[[[ 0.          0.          0.          0.34549735  0.          1.        ]]]
No	Incorrect	supplementary run		requirement	[[[   0.            0.          292.            0.47592288    0.6           1.        ]]]
No	Correct	abstraction		time slicing	[[[ 0.          0.          0.          0.23133511  0.7826087   1.        ]]]
No	Correct	referential integrity		system resources chart	[[[ 0.          0.          0.          0.24321533  0.4         0.        ]]]
No	Correct	supporting process		authoring system	[[[ 0.          1.          0.          0.2257836   0.83333333  0.        ]]]
Yes	Incorrect	declaration		pseudo instruction	[[[ 0.          0.          2.          0.15381331  0.72727273  1.        ]]]
No	Correct	product roadmap		object-oriented design	[[[ 0.          1.          0.          0.25510488  0.          0.        ]]]
No	Incorrect	curriculum standard		Object Management Group	[[[ 0.          0.          0.          0.43607813  0.5         0.        ]]]
No	Correct	page frame		computing system tool	[[[ 0.          0.          0.          0.24474027  0.625       0.        ]]]
No	Correct	stakeholder value		postcondition	[[[ 0.          0.          0.          0.25366124  0.          1.        ]]]
No	Correct	war room		daily scrum	[[[ 0.          1.          0.          0.24383055  0.26666667  0.        ]]]
Yes	Incorrect	menu by-pass		menu-driven	[[[ 0.          0.          0.          0.30254642  0.          1.        ]]]
No	Correct	Lifecycle Query Engine		test criteria	[[[ 0.          0.          0.          0.17083012  0.22222222  0.        ]]]
No	Correct	rational unified process		configuration status accounting	[[[ 0.          1.          0.          0.49768644  0.8         0.        ]]]
No	Correct	master library		do-nothing operation	[[[ 0.          1.          0.          0.22919857  0.4         0.        ]]]
No	Correct	master library		open distributed processing	[[[ 0.          0.          0.          0.22810924  0.33333333  0.        ]]]
No	Correct	conduct procurements		done checklist	[[[ 0.          1.          0.          0.22157068  0.25        0.        ]]]
Yes	Correct	real-time		real time	[[[  0.           0.          54.           0.88746986   0.           1.        ]]]
No	Correct	requirements specification		decision table	[[[ 0.          1.          0.          0.19220195  0.30769231  0.        ]]]
No	Correct	commitment		unnecessary formality	[[[ 0.          0.          0.          0.2470398   0.82352941  1.        ]]]
No	Incorrect	printed documentation		step	[[[  0.           0.          13.           0.19800262   0.55555556   1.        ]]]
No	Correct	computer software configuration item		artificial language	[[[ 0.          0.          0.          0.21688116  0.66666667  0.        ]]]
No	Correct	external event		data analysis	[[[ 0.          1.          0.          0.33796372  0.61538462  0.        ]]]
Yes	Correct	emulation		simulation	[[[   0.            1.          106.            0.62162577    0.88888889
      2.        ]]]
No	Correct	reusable		disassembler	[[[ 0.          1.          0.          0.06217927  0.          2.        ]]]
No	Correct	datum		extension	[[[ 0.          1.          0.          0.24080384  0.57142857  2.        ]]]
No	Correct	functional size measurement		enterprise environmental factors	[[[ 0.          1.          0.          0.29498216  0.5         0.        ]]]
No	Incorrect	system model		process capability determination sponsor	[[[ 0.          0.          2.          0.41518422  0.66666667  0.        ]]]
No	Correct	essential scrum		working space	[[[ 0.          1.          0.          0.19171183  0.28571429  0.        ]]]
Yes	Correct	fibonacci sequence		Planning Poker	[[[ 0.          1.          9.          0.24003967  0.66666667  0.        ]]]
No	Correct	three-plus-one address instruction		Scrummerfall	[[[ 0.          0.          0.          0.12190761  0.          1.        ]]]
No	Correct	transaction matrix		usability testing	[[[ 0.          1.          0.          0.12812843  0.26666667  0.        ]]]
No	Correct	transaction matrix		waterfall	[[[ 0.          0.          0.          0.17058205  0.46153846  1.        ]]]
No	Correct	embedded software		collection-valued class	[[[ 0.          1.          0.          0.2025161   0.30769231  0.        ]]]
No	Correct	embedded software		programmer manual	[[[ 0.          1.          0.          0.30961911  0.23529412  0.        ]]]
Yes	Correct	information processing requirements		software	[[[  0.           0.          36.           0.40556073   0.25         1.        ]]]
No	Incorrect	embedded software		user manual	[[[ 0.          1.          2.          0.18911556  0.23529412  0.        ]]]
No	Correct	project health		data function	[[[ 0.          1.          0.          0.13688616  0.5         0.        ]]]
No	Correct	workaround		contravariance	[[[ 0.          1.          0.          0.27700058  0.          2.        ]]]
No	Incorrect	heavily used configuration GSC		multiprocessing	[[[ 0.          0.          0.          0.36277439  0.          1.        ]]]
No	Correct	action of interest		readability	[[[ 0.          0.          0.          0.25488711  0.66666667  1.        ]]]
Yes	Incorrect	functional decomposition		stepwise refinement	[[[ 0.          1.          0.          0.50962761  0.57142857  0.        ]]]
No	Correct	lean agile leaders		audit	[[[ 0.          0.          0.          0.17553241  0.28571429  1.        ]]]
No	Correct	proof		transaction analysis	[[[ 0.          0.          0.          0.19881817  0.58823529  1.        ]]]
No	Incorrect	system breakdown structure		evaluation	[[[ 0.          0.          2.          0.22246323  0.57142857  1.        ]]]
No	Incorrect	project management software		external	[[[ 0.          0.          4.          0.09943289  0.22222222  1.        ]]]
No	Correct	project management software		Apache Ant	[[[ 0.          0.          0.          0.21743973  0.1         0.        ]]]
Yes	Incorrect	the operand		immediate data	[[[ 0.          1.          0.          0.35119704  0.53333333  0.        ]]]
No	Incorrect	service level agreement		group	[[[  0.           0.          59.           0.18679983   0.44444444   1.        ]]]
No	Correct	collect requirements		set-up time	[[[ 0.          1.          0.          0.28217182  0.53333333  0.        ]]]
No	Correct	data element type		program status word	[[[ 0.          1.          0.          0.23909358  0.5         0.        ]]]
No	Correct	release burndown chart		point inflation	[[[ 0.          0.          0.          0.26594339  0.36363636  0.        ]]]
No	Incorrect	domain expert		computer program abstract	[[[ 0.          0.          0.          0.41908664  0.33333333  0.        ]]]
Yes	Incorrect	the operand		indirect instruction	[[[ 0.          1.          0.          0.32692942  0.375       0.        ]]]
No	Correct	functional product		quality attribute	[[[ 0.          1.          0.          0.21856318  0.82352941  0.        ]]]
No	Correct	online update GSC		lateral compression	[[[ 0.          0.          0.          0.20650997  0.          0.        ]]]
No	Correct	process purpose		applicability to a functional domain	[[[ 0.          0.          0.          0.28751797  0.76923077  0.        ]]]
No	Correct	relocatable code		secondary window	[[[ 0.          1.          0.          0.19635031  0.36363636  0.        ]]]
No	Correct	relocatable code		data inventory	[[[ 0.          1.          0.          0.20790465  0.5         0.        ]]]
Yes	Incorrect	the operand		n -level address	[[[ 0.          0.          0.          0.23445192  0.375       0.        ]]]
No	Correct	response time		parallel	[[[ 0.          0.          0.          0.23299408  0.6         1.        ]]]
No	Incorrect	system development cycle		estimate	[[[ 0.          0.          3.          0.35119315  0.57142857  1.        ]]]
No	Correct	instruction counter		fixed-scope release	[[[ 0.          1.          0.          0.14371167  0.77777778  0.        ]]]
No	Correct	record type		interpretive code	[[[ 0.          1.          0.          0.19207648  0.54545455  0.        ]]]
No	Correct	complexity of a function		procedural programming language	[[[ 0.          0.          0.          0.31292813  0.54545455  0.        ]]]
Yes	Correct	the operand		direct address	[[[ 0.          1.          1.          0.29504532  0.375       0.        ]]]
No	Correct	control breakpoint		timeliness function	[[[ 0.          1.          0.          0.21553065  0.          0.        ]]]
No	Incorrect	fact build		source	[[[  0.           0.          15.           0.36383668   0.57142857   1.        ]]]
No	Correct	interleave		software component	[[[ 0.          0.          0.          0.22699874  0.2         1.        ]]]
No	Correct	inspection		access transparency	[[[ 0.         0.         0.         0.2055119  0.25       1.       ]]]
No	Correct	conversion		completed change set	[[[ 0.          0.          0.          0.27836169  0.625       1.        ]]]
Yes	Correct	emergence		self-organization	[[[ 0.          1.          9.          0.36152765  0.58823529  2.        ]]]
No	Incorrect	consistency		project management knowledge area	[[[ 0.          0.          1.          0.17119264  0.66666667  1.        ]]]
No	Correct	economically sensible scrum		on-line	[[[ 0.          0.          0.          0.29308786  0.          1.        ]]]
No	Correct	output place		higher-level management	[[[ 0.          1.          0.          0.27537614  0.625       0.        ]]]
No	Correct	sprint		microoperation	[[[ 0.          1.          0.          0.17645868  0.          2.        ]]]
No	Correct	progressive refinement		element type	[[[ 0.          1.          0.          0.25517123  0.5         0.        ]]]
Yes	Correct	emergence		complex adaptive system	[[[  0.           0.          19.           0.26103856   0.5          1.        ]]]
No	Correct	coroutine		fail fast	[[[ 0.          0.          0.          0.22950988  0.          1.        ]]]
No	Incorrect	override		partial	[[[ 0.          1.          1.          0.39198275  0.3         2.        ]]]
No	Incorrect	editor		assertion	[[[ 0.          1.          1.          0.19683204  0.33333333  2.        ]]]
No	Correct	context diagram		absolute assembler	[[[ 0.          1.          0.          0.22888891  0.11764706  0.        ]]]
No	Correct	productivity		stratified language	[[[ 0.          0.          0.          0.24582601  0.46153846  1.        ]]]
Yes	Incorrect	developmental configuration		functional baseline	[[[ 0.          1.          0.          0.41115159  0.33333333  0.        ]]]
No	Correct	hierarchical modeling		decomposition	[[[ 0.          0.          0.          0.13027937  0.58333333  1.        ]]]
No	Incorrect	execution time		reliability	[[[ 0.          0.          2.          0.33004884  0.54545455  1.        ]]]
No	Incorrect	program instruction		error message	[[[ 0.          1.          1.          0.21889259  0.88888889  0.        ]]]
No	Correct	function point table		homogeneous redundancy	[[[ 0.          0.          0.          0.23880353  0.30769231  0.        ]]]
No	Correct	opex		effective full license	[[[ 0.          0.          0.          0.20078164  0.          1.        ]]]
label, correctness, w1, w2, features
Yes	Incorrect	confidence threshold		incremental funding	[[[ 0.          1.          0.          0.16179655  0.31578947  0.        ]]]
No	Correct	effective instruction		cadence	[[[ 0.          0.          0.          0.21834762  0.46153846  1.        ]]]
No	Correct	mixed mode		software monitor	[[[ 0.          1.          0.          0.24138966  0.2         0.        ]]]
No	Correct	access transparency		internal logical file	[[[ 0.          0.          0.          0.343127    0.52631579  0.        ]]]
No	Correct	access transparency		inspection	[[[ 0.         0.         0.         0.2055119  0.25       1.       ]]]
No	Incorrect	requirements review		audit	[[[ 0.          0.          4.          0.31999415  0.9         1.        ]]]
Yes	Correct	contractor		supplier	[[[ 0.          1.          0.         -1.          0.63157895  2.        ]]]
No	Correct	formal design		evaluation	[[[ 0.          0.          1.          0.24781916  0.625       1.        ]]]
No	Incorrect	system profile		specialize	[[[ 0.          0.          2.          0.20448751  0.25        1.        ]]]
No	Correct	consecutive		quality assurance	[[[ 0.         0.         0.         0.1723596  0.         1.       ]]]
No	Correct	all-at-once product development		assignment statement	[[[ 0.          0.          0.          0.17337479  0.66666667  0.        ]]]
No	Correct	timesharing		adaptation data	[[[ 0.          0.          0.          0.27187708  0.          1.        ]]]
Yes	Incorrect	pseudo instruction		pragma	[[[ 0.          0.          0.          0.23998318  0.          1.        ]]]
No	Incorrect	embedded computer system		organization	[[[  0.           0.          15.           0.27133734   1.           1.        ]]]
No	Correct	approval		inherited error	[[[ 0.          0.          0.          0.28045039  0.66666667  1.        ]]]
No	Correct	halt		control schedule	[[[ 0.          0.          0.          0.10164884  0.4         1.        ]]]
No	Correct	parent box		test driver	[[[ 0.          1.          0.          0.15247834  0.6         0.        ]]]
No	Correct	committer		page turning	[[[ 0.          0.          0.          0.25278201  0.          1.        ]]]
Yes	Correct	pseudo instruction		declaration	[[[ 0.          0.          2.          0.15381331  0.72727273  1.        ]]]
No	Correct	committer		code smell	[[[ 0.          0.          0.          0.40194859  0.          1.        ]]]
No	Correct	assessment scope		strategic filter	[[[ 0.          1.          0.          0.33012218  0.73684211  0.        ]]]
No	Incorrect	Scrum team		adaptation	[[[  0.           0.          14.           0.17302519   0.33333333   1.        ]]]
No	Correct	parallel		build process	[[[ 0.          0.          0.          0.24223239  0.44444444  1.        ]]]
No	Correct	sequential cohesion		definitive master version	[[[ 0.          0.          0.          0.18736869  0.30769231  0.        ]]]
Yes	Incorrect	structured design		input-process-output	[[[ 0.          0.          0.          0.40087396  0.          1.        ]]]
No	Correct	measurable concept		test criteria	[[[ 0.          1.          0.          0.26892616  0.8         0.        ]]]
No	Correct	measurable concept		chaotic domain	[[[ 0.          1.          0.          0.39321936  0.76923077  0.        ]]]
No	Correct	data attribute		composite task	[[[ 0.          1.          0.          0.34577379  0.375       0.        ]]]
No	Correct	object adapter		modularity	[[[ 0.          0.          0.          0.21930709  0.          1.        ]]]
No	Correct	task interface		logical layout	[[[ 0.          1.          0.          0.19592538  0.5         0.        ]]]
Yes	Correct	structured design		transform analysis	[[[  0.           1.          12.           0.31289836   0.66666667   0.        ]]]
No	Correct	slave state		qualification testing	[[[ 0.          1.          0.          0.07021141  0.33333333  0.        ]]]
No	Correct	slave state		software asset management	[[[ 0.          0.          0.          0.07870921  0.53333333  0.        ]]]
No	Correct	to-compete-performance index		integration testing	[[[ 0.          1.          0.          0.11368479  0.25        0.        ]]]
No	Incorrect	hierarchy		database	[[[ 0.          1.          5.          0.2560984   0.33333333  2.        ]]]
No	Correct	trend		control loopback	[[[ 0.          0.          0.          0.09316431  0.          1.        ]]]
Yes	Incorrect	structured design		stepwise refinement	[[[ 0.          1.          0.          0.62013765  0.44444444  0.        ]]]
No	Correct	continuous delivery		expert judgment	[[[ 0.          1.          0.          0.28913239  0.83333333  0.        ]]]
No	Incorrect	lead		read	[[[  0.           1.          21.           0.13797592   0.66666667   2.        ]]]
No	Correct	program library		absolute code	[[[ 0.          1.          0.          0.19109138  0.4         0.        ]]]
No	Correct	return on investment		configuration status accounting	[[[ 0.          1.          0.          0.20001812  0.66666667  0.        ]]]
No	Incorrect	marking		data structure-centered design	[[[ 0.          0.          6.          0.32127159  0.93333333  1.        ]]]
Yes	Incorrect	structured design		modular decomposition	[[[ 0.          1.          0.          0.45441177  0.5         0.        ]]]
No	Incorrect	lean		offset	[[[ 0.          1.          1.          0.19051926  0.4         2.        ]]]
No	Correct	performed process		big visible charts	[[[ 0.          0.          0.          0.33512445  0.42857143  0.        ]]]
No	Correct	programmer manual		embedded software	[[[ 0.          1.          0.          0.30961911  0.23529412  0.        ]]]
No	Correct	technical review		relation	[[[ 0.          0.          1.          0.20562785  0.52631579  1.        ]]]
No	Correct	static dump		symbolic language	[[[ 0.          1.          0.          0.35757825  0.82352941  0.        ]]]
Yes	Incorrect	structured design		modular programming	[[[ 0.          1.          0.          0.5484871   0.88888889  0.        ]]]
No	Correct	chief programmer		waterfall	[[[ 0.          0.          0.          0.2320868   0.36363636  1.        ]]]
No	Correct	do-nothing operation		master library	[[[ 0.          1.          0.          0.22919857  0.4         0.        ]]]
No	Incorrect	do-nothing operation		ask	[[[  0.           0.          59.           0.36325477   0.           1.        ]]]
No	Correct	compiler directive source statement		key-style view	[[[ 0.          0.          0.          0.24053148  0.8         0.        ]]]
No	Correct	logical transaction		glass box	[[[ 0.          1.          0.          0.04748678  0.55555556  0.        ]]]
Yes	Incorrect	structured design		incremental development	[[[ 0.          1.          0.          0.36907067  0.70588235  0.        ]]]
No	Correct	quality measure element		deblock	[[[ 0.         0.         0.         0.2392091  0.         1.       ]]]
No	Correct	control task		Ada	[[[ 0.          0.          0.          0.29412812  0.23529412  1.        ]]]
No	Correct	resolve		FPA tables ILF	[[[ 0.          0.          0.          0.24072914  0.          1.        ]]]
No	Incorrect	software feature		issue	[[[  0.          0.         47.          0.3771496   0.7         1.       ]]]
No	Correct	microoperation		sprint	[[[ 0.          1.          0.          0.17645868  0.          2.        ]]]
Yes	Incorrect	structured design		rapid prototyping	[[[ 0.        1.        0.        0.403865  0.        0.      ]]]
No	Incorrect	microoperation		move	[[[ 0.          1.          6.          0.37552571  0.          2.        ]]]
No	Correct	user interface sketch		learning loop	[[[ 0.          0.          0.          0.32293392  0.52631579  0.        ]]]
No	Correct	function point count		change and configuration management	[[[ 0.          0.          0.          0.11185617  0.58823529  0.        ]]]
No	Incorrect	deliver		extension	[[[ 0.          1.          2.          0.27544704  0.2         2.        ]]]
No	Correct	idle time		event sequence diagram	[[[ 0.          0.          0.          0.15783272  0.2         0.        ]]]
Yes	Correct	structured design		transaction analysis	[[[ 0.          1.          1.          0.2695344   0.66666667  0.        ]]]
No	Correct	delegation		measurement sponsor	[[[ 0.          0.          0.          0.21369354  0.16666667  1.        ]]]
No	Correct	parser		fault tolerance	[[[ 0.          0.          0.          0.27774894  0.25        1.        ]]]
No	Correct	threat		Nassi-Shneiderman chart	[[[ 0.          0.          0.          0.18332663  0.5         1.        ]]]
No	Incorrect	monitoring		lessons learned knowledge base	[[[ 0.          0.          2.          0.32647823  0.33333333  1.        ]]]
No	Correct	carrier		machine-dependent	[[[ 0.          1.          0.          0.27506571  0.          2.        ]]]
Yes	Incorrect	system profile		computer performance evaluation	[[[ 0.          0.          0.          0.37165126  0.4         0.        ]]]
No	Correct	nonprocedural programming language		perform quality assurance	[[[ 0.          1.          0.          0.16458118  0.6         0.        ]]]
No	Correct	XML data configuration file		critical path methodology	[[[ 0.          0.          0.          0.17638436  0.26666667  0.        ]]]
No	Correct	problem domain		sequence activities	[[[ 0.          1.          0.          0.23386355  0.66666667  0.        ]]]
No	Correct	comparator		t-shaped skills	[[[ 0.          0.          0.          0.13950321  0.          1.        ]]]
No	Correct	security branch		data exception	[[[ 0.          1.          0.          0.22069786  0.28571429  0.        ]]]
Yes	Correct	consecutive		sequential	[[[ 0.          1.          4.          0.41547671  1.          2.        ]]]
No	Incorrect	formal review		bit	[[[ 0.          0.          5.          0.22551701  0.75        1.        ]]]
No	Incorrect	web application		authoring system	[[[ 0.          1.          2.          0.11430143  0.46153846  0.        ]]]
No	Correct	developer unit		planned value	[[[ 0.          1.          0.          0.17205502  0.73684211  0.        ]]]
No	Correct	model layers		structured programming language	[[[ 0.          0.          0.          0.23511593  0.61538462  0.        ]]]
No	Correct	team member		heavyweight process	[[[ 0.          1.          0.          0.10903825  0.76923077  0.        ]]]
Yes	Incorrect	arrows connecting inputs to processing steps and processing steps to outputs		structure chart	[[[ 0.          0.          0.          0.41823326  0.70588235  0.        ]]]
No	Correct	enhancement project		report template	[[[ 0.          1.          0.          0.22329908  0.625       0.        ]]]
No	Correct	essential scrum		working space	[[[ 0.          1.          0.          0.19171183  0.28571429  0.        ]]]
No	Correct	global configuration management		design level	[[[ 0.          0.          0.          0.26946753  0.46153846  0.        ]]]
label, correctness, w1, w2, features
Yes	Incorrect	boy scout rule		technical debt	[[[ 0.          0.          0.          0.38402852  0.57142857  0.        ]]]
No	Incorrect	swarming		organization	[[[  0.           1.          18.           0.23201269   0.66666667   2.        ]]]
No	Correct	detailed design		dynamic storage allocation	[[[ 0.          0.          0.          0.18954693  0.625       0.        ]]]
No	Correct	link type		call by value	[[[ 0.          0.          0.          0.33674475  0.7         0.        ]]]
No	Correct	link type		Apache Ant	[[[ 0.          1.          0.          0.33278998  0.57142857  0.        ]]]
No	Correct	impact analysis		point inflation	[[[ 0.          1.          0.          0.26208209  0.5         0.        ]]]
Yes	Correct	swarming		T-shaped skills	[[[ 0.          0.          5.          0.23295866  0.4         1.        ]]]
No	Correct	error prediction		kernel	[[[ 0.          0.          0.          0.09679499  0.53333333  1.        ]]]
No	Correct	iteration velocity		artificial language	[[[ 0.          1.          0.          0.1854636   0.46153846  0.        ]]]
No	Correct	performance requirement		active area	[[[ 0.          1.          0.          0.33104732  0.6         0.        ]]]
No	Incorrect	transition		bit	[[[ 0.          1.          1.          0.22169237  0.71428571  2.        ]]]
No	Correct	development branch		requirements derivation	[[[ 0.          1.          0.          0.17003707  0.5         0.        ]]]
Yes	Correct	swarming		t-shaped skills	[[[ 0.          0.          5.          0.23295866  0.4         1.        ]]]
No	Correct	acceptability		remote job entry	[[[ 0.          0.          0.          0.18251024  0.36363636  1.        ]]]
No	Incorrect	timing		name	[[[ 0.          1.          1.          0.31739846  0.5         2.        ]]]
No	Incorrect	attribute		muda	[[[ 0.          1.          5.          0.21817028  0.          2.        ]]]
No	Correct	metadata model		restart	[[[ 0.          0.          0.          0.19896737  0.28571429  1.        ]]]
No	Incorrect	dyadic selective construct		constraint	[[[ 0.          0.          1.          0.06745183  0.35294118  1.        ]]]
Yes	Correct	detailed design		software development process	[[[ 0.          0.          1.          0.50495438  0.75        0.        ]]]
No	Incorrect	beta testing		origin	[[[ 0.          0.          7.          0.26703414  0.5         1.        ]]]
No	Correct	respecialize		input assertion	[[[ 0.          0.          0.          0.23413752  0.          1.        ]]]
No	Correct	product backlog 		data definition	[[[ 0.          1.          0.          0.14754815  0.33333333  0.        ]]]
No	Correct	product backlog grooming		systems integration testing	[[[ 0.          1.          0.          0.19937575  0.75        0.        ]]]
No	Correct	provisional assessor		new source statements	[[[ 0.          0.          0.          0.24639845  0.14285714  0.        ]]]
Yes	Incorrect	indirect address		immediate data	[[[ 0.          1.          0.          0.40030539  0.46153846  0.        ]]]
No	Correct	specification limits		compiler code	[[[ 0.          1.          0.          0.22537823  0.4         0.        ]]]
No	Correct	test phase		Certified Scrum Product Owner	[[[ 0.          0.          0.          0.21099316  0.30769231  0.        ]]]
No	Correct	curriculum standard		Object Management Group	[[[ 0.          0.          0.          0.43607813  0.5         0.        ]]]
No	Correct	evaluation records		data analysis	[[[ 0.         1.         0.         0.2193779  0.6        0.       ]]]
No	Correct	functional product		quality attribute	[[[ 0.          1.          0.          0.21856318  0.82352941  0.        ]]]
Yes	Correct	fail-safe		fault secure	[[[ 0.   0.   0.  -1.   0.5  1. ]]]
No	Correct	real address		data exception	[[[ 0.          1.          0.          0.26661901  0.8         0.        ]]]
No	Incorrect	procedure		level 1 initiation routine	[[[  0.           0.          23.           0.24651809   1.           1.        ]]]
No	Correct	working space		absolute assembler	[[[ 0.          1.          0.          0.23833676  0.33333333  0.        ]]]
No	Correct	working space		essential scrum	[[[ 0.          1.          0.          0.19171183  0.28571429  0.        ]]]
No	Correct	abstract class		authoring system	[[[ 0.          1.          0.          0.07754333  0.66666667  0.        ]]]
Yes	Correct	fail-safe		fail safe	[[[ 0.          0.          0.         -1.          0.77777778  1.        ]]]
No	Correct	process context		problem report	[[[ 0.          1.          0.          0.13664178  0.30769231  0.        ]]]
No	Correct	pixel		higher-level management	[[[ 0.          0.          0.          0.16083312  0.15384615  1.        ]]]
No	Correct	progressive refinement		element type	[[[ 0.          1.          0.          0.25517123  0.5         0.        ]]]
No	Correct	determine budget		all-at-once product development	[[[ 0.          0.          0.          0.44385693  0.4         0.        ]]]
No	Correct	risk register		descendent box	[[[ 0.          1.          0.          0.07826576  0.84210526  0.        ]]]
Yes	Correct	contractor		supplier	[[[ 0.          1.          0.         -1.          0.63157895  2.        ]]]
No	Correct	separate documentation		risk handling	[[[ 0.          1.          0.          0.23458275  0.625       0.        ]]]
No	Correct	complexity of a function		procedural programming language	[[[ 0.          0.          0.          0.31292813  0.54545455  0.        ]]]
